حجم,ارزش(ریال),بالاترین(ریال),پایین ترین(ریال),آخرین(ریال),اولین(ریال),موقعیتهای باز,درصد تغییر,تعداد مشتریان فعال,تعداد کارگزاران فعال,تعداد خریداران,تعداد فروشندگان,قیمت تسویه (ریال),درصد تغییر قیمت تسویه,تاریخ,تاریخ اعمال,#!ارزش معاملات مشتریان حقیقی(خرید)(ریال),#!ارزش معاملات مشتریان حقیقی(فروش)(ریال),ContractType,StrikePrice,Profitability,ContractDurationDays
2,15870000,7980000,7890000,7980000,7890000,13,2,10,5,1,2,7935000,10.98,1398/02/22,1398/04/18,15870000,15870000,C,50000000,0,58
50,276209000,5910000,5299000,5299000,5300000,311,43,54,14,8,14,5524180,10.38,1398/02/22,1398/04/18,276209000,276209000,C,52000000,0,58
0,0,0,0,0,0,1,0,2,1,0,0,2000000,0.0,1398/02/22,1398/04/18,0,0,P,52000000,1,58
0,0,0,0,0,0,0,0,0,0,0,0,3183658,8.33,1398/02/22,1398/04/18,0,0,P,50000000,1,58
0,0,0,0,0,0,2,0,2,1,0,0,2388633,8.65,1398/02/22,1398/04/18,0,0,P,48000000,1,58
0,0,0,0,0,0,8,0,8,5,0,0,7330000,0.0,1398/02/23,1398/04/18,0,0,C,48000000,0,57
0,0,0,0,0,0,13,0,10,5,0,0,7935000,0.0,1398/02/23,1398/04/18,0,0,C,50000000,0,57
52,262390800,5999900,4000000,5050000,5600000,338,27,58,15,20,10,5045977,8.66,1398/02/23,1398/04/18,252690800,120539600,C,52000000,0,57
0,0,0,0,0,0,1,0,2,1,0,0,2000000,0.0,1398/02/23,1398/04/18,0,0,P,52000000,1,57
0,0,0,0,0,0,0,0,0,0,0,0,3101025,2.6,1398/02/23,1398/04/18,0,0,P,50000000,1,57
0,0,0,0,0,0,2,0,2,1,0,0,2317090,3.0,1398/02/23,1398/04/18,0,0,P,48000000,1,57
4,35999900,9000000,8999900,9000000,8999900,8,0,7,5,1,2,8999975,22.78,1398/02/24,1398/04/18,0,35999900,C,48000000,0,56
0,0,0,0,0,0,13,0,10,5,0,0,7935000,0.0,1398/02/24,1398/04/18,0,0,C,50000000,0,56
83,428028000,5449900,4500000,5299900,5398900,392,54,60,15,13,16,5156964,2.2,1398/02/24,1398/04/18,428028000,327917100,C,52000000,0,56
0,0,0,0,0,0,1,0,2,1,0,0,4009324,100.47,1398/02/24,1398/04/18,0,0,P,52000000,1,56
0,0,0,0,0,0,0,0,0,0,0,0,3085356,0.51,1398/02/24,1398/04/18,0,0,P,50000000,1,56
0,0,0,0,0,0,2,0,2,1,0,0,2300375,0.72,1398/02/24,1398/04/18,0,0,P,48000000,1,56
6,39800700,7000700,6000000,7000000,7000700,8,0,10,4,4,3,6633450,26.29,1398/02/25,1398/04/18,39800700,14000000,C,48000000,0,55
1,6000000,6000000,6000000,6000000,6000000,14,1,12,6,1,1,6000000,24.39,1398/02/25,1398/04/18,6000000,6000000,C,50000000,0,55
50,232289400,4900000,4580000,4600000,4610200,416,24,60,15,11,13,4645788,9.91,1398/02/25,1398/04/18,232289400,213878700,C,52000000,0,55
3,5590000,2300000,1290000,2000000,1290000,2,1,3,2,3,3,1863333,53.53,1398/02/25,1398/04/18,5590000,5590000,P,52000000,1,55
0,0,0,0,0,0,0,0,0,0,0,0,3137234,1.68,1398/02/25,1398/04/18,0,0,P,50000000,1,55
0,0,0,0,0,0,2,0,2,1,0,0,2338426,1.65,1398/02/25,1398/04/18,0,0,P,48000000,1,55
1,7399900,7399900,7399900,7399900,7399900,9,1,12,5,1,1,7399900,11.55,1398/02/26,1398/04/18,7399900,7399900,C,48000000,0,54
0,0,0,0,0,0,14,0,12,6,0,0,6000000,0.0,1398/02/26,1398/04/18,0,0,C,50000000,0,54
24,103865900,4500000,4001000,4001000,4500000,420,4,59,15,7,6,4327746,6.85,1398/02/26,1398/04/18,103865900,70810100,C,52000000,0,54
1,2299800,2299800,2299800,2299800,2299800,3,1,5,4,1,1,2299800,23.42,1398/02/26,1398/04/18,2299800,2299800,P,52000000,1,54
0,0,0,0,0,0,0,0,0,0,0,0,3112501,0.79,1398/02/26,1398/04/18,0,0,P,50000000,1,54
0,0,0,0,0,0,2,0,2,1,0,0,2314106,1.04,1398/02/26,1398/04/18,0,0,P,48000000,1,54
3,20790000,7000000,6890000,7000000,6890000,11,2,13,5,1,3,6930000,6.35,1398/02/28,1398/04/18,20790000,20790000,C,48000000,0,52
1,5900000,5900000,5900000,5900000,5900000,14,0,13,6,1,1,5900000,1.67,1398/02/28,1398/04/18,5900000,5900000,C,50000000,0,52
107,428499500,4499900,3200000,4005500,3400000,433,13,59,14,11,20,4004668,7.47,1398/02/28,1398/04/18,151867800,404689500,C,52000000,0,52
10,23999700,2500000,2300000,2300000,2399700,12,9,7,5,2,4,2399970,4.36,1398/02/28,1398/04/18,23999700,23999700,P,52000000,1,52
0,0,0,0,0,0,0,0,0,0,0,0,3360658,7.97,1398/02/28,1398/04/18,0,0,P,50000000,1,52
0,0,0,0,0,0,2,0,2,1,0,0,2485356,7.4,1398/02/28,1398/04/18,0,0,P,48000000,1,52
7,43383500,6950000,5633500,5633500,6950000,10,-1,11,6,6,4,6197643,10.57,1398/02/29,1398/04/18,43383500,43383500,C,48000000,0,51
3,12005100,4005000,4000000,4000000,4005000,15,1,13,7,3,1,4001700,32.17,1398/02/29,1398/04/18,12005100,12005100,C,50000000,0,51
76,261788500,4000000,3100000,3150400,4000000,451,18,59,14,13,12,3444586,13.99,1398/02/29,1398/04/18,261788500,261788500,C,52000000,0,51
10,24000000,2400000,2400000,2400000,2400000,22,10,10,6,2,5,2400000,0.0,1398/02/29,1398/04/18,24000000,24000000,P,52000000,1,51
0,0,0,0,0,0,0,0,0,0,0,0,3695648,9.97,1398/02/29,1398/04/18,0,0,P,50000000,1,51
0,0,0,0,0,0,2,0,2,1,0,0,2751204,10.7,1398/02/29,1398/04/18,0,0,P,48000000,0,51
2,10000000,5500000,4500000,4500000,5500000,12,2,14,9,2,2,5000000,19.32,1398/02/30,1398/04/18,10000000,10000000,C,48000000,0,50
14,45162200,3999800,3000000,3300000,3999800,22,7,18,9,8,3,3225871,19.39,1398/02/30,1398/04/18,45162200,45162200,C,50000000,0,50
126,308380300,3700000,2110000,2240200,3700000,520,69,64,15,26,14,2447463,28.95,1398/02/30,1398/04/18,308380300,308380300,C,52000000,0,50
8,25799900,3700000,3000000,3700000,3200000,25,3,9,4,5,4,3224988,34.37,1398/02/30,1398/04/18,25799900,25799900,P,52000000,1,50
2,4444400,2222200,2222200,2222200,2222200,2,0,3,3,1,2,2222200,39.87,1398/02/30,1398/04/18,4444400,4444400,P,50000000,1,50
2,2400000,1200000,1200000,1200000,1200000,4,2,3,2,1,1,1200000,56.38,1398/02/30,1398/04/18,2400000,2400000,P,48000000,1,50
1,4999000,4999000,4999000,4999000,4999000,13,1,15,9,1,1,4999000,0.02,1398/02/31,1398/04/18,4999000,4999000,C,48000000,0,49
16,55509400,4000000,3200000,4000000,3400000,36,14,24,11,9,5,3469338,7.55,1398/02/31,1398/04/18,55509400,55509400,C,50000000,0,49
45,120419000,3399900,1800000,3399900,1800000,552,32,64,14,13,17,2675978,9.34,1398/02/31,1398/04/18,120419000,120419000,C,52000000,0,49
2,7010000,3510000,3500000,3500000,3510000,27,2,10,4,2,1,3505000,8.68,1398/02/31,1398/04/18,7010000,7010000,P,52000000,1,49
0,0,0,0,0,0,2,0,3,3,0,0,2222200,0.0,1398/02/31,1398/04/18,0,0,P,50000000,1,49
4,3300100,1000000,700000,700000,1000000,5,1,4,2,2,3,825025,31.25,1398/02/31,1398/04/18,3300100,3300100,P,48000000,1,49
2,10050000,5050000,5000000,5000000,5050000,14,1,15,9,2,2,5025000,0.52,1398/03/01,1398/04/18,10050000,10050000,C,48000000,0,48
5,19000100,4000000,3500000,3500000,4000000,34,-2,21,9,5,3,3800020,9.53,1398/03/01,1398/04/18,19000100,19000100,C,50000000,0,48
93,286964300,3500000,2800000,2900000,3399900,571,19,65,16,12,15,3085638,15.31,1398/03/01,1398/04/18,228406500,286964300,C,52000000,0,48
2,5349900,2999900,2350000,2999900,2350000,29,2,12,6,2,2,2674950,23.68,1398/03/01,1398/04/18,5349900,5349900,P,52000000,1,48
0,0,0,0,0,0,2,0,3,3,0,0,3589958,61.55,1398/03/01,1398/04/18,0,0,P,50000000,1,48
0,0,0,0,0,0,5,0,4,2,0,0,2647782,220.93,1398/03/01,1398/04/18,0,0,P,48000000,1,48
0,0,0,0,0,0,14,0,15,9,0,0,5025000,0.0,1398/03/02,1398/04/18,0,0,C,48000000,0,47
6,20920000,3800000,3200000,3320000,3200000,39,5,22,10,5,4,3486667,8.25,1398/03/02,1398/04/18,20920000,20920000,C,50000000,0,47
25,67910300,2900000,2400000,2500000,2900000,585,14,67,17,8,3,2716412,11.97,1398/03/02,1398/04/18,67910300,67910300,C,52000000,0,47
0,0,0,0,0,0,29,0,12,6,0,0,2674950,0.0,1398/03/02,1398/04/18,0,0,P,52000000,1,47
0,0,0,0,0,0,2,0,3,3,0,0,3448695,3.93,1398/03/02,1398/04/18,0,0,P,50000000,1,47
1,800000,800000,800000,800000,800000,6,1,5,2,1,1,800000,69.79,1398/03/02,1398/04/18,800000,800000,P,48000000,1,47
2,8410100,4500000,3910100,3910100,4500000,16,2,15,9,2,2,4205050,16.32,1398/03/04,1398/04/18,8410100,8410100,C,48000000,0,45
25,76047200,3300000,2900000,3049900,3300000,63,24,27,10,8,4,3041888,12.76,1398/03/04,1398/04/18,76047200,76047200,C,50000000,0,45
117,262741400,2680000,1900000,1900000,2680000,641,56,73,17,19,11,2245653,17.33,1398/03/04,1398/04/18,262741400,262741400,C,52000000,0,45
3,6462600,2262600,2100000,2262600,2100000,31,2,13,7,2,2,2154200,19.47,1398/03/04,1398/04/18,6462600,6462600,P,52000000,1,45
0,0,0,0,0,0,2,0,3,3,0,0,3698378,7.24,1398/03/04,1398/04/18,0,0,P,50000000,1,45
0,0,0,0,0,0,6,0,5,2,0,0,800000,0.0,1398/03/04,1398/04/18,0,0,P,48000000,1,45
16,63195500,4000000,3800000,3900000,4000000,31,15,19,8,5,4,3949719,6.07,1398/03/05,1398/04/18,63195500,63195500,C,48000000,0,44
7,19518900,2998900,2500000,2998900,2500000,70,7,29,10,3,3,2788414,8.33,1398/03/05,1398/04/18,19518900,19518900,C,50000000,0,44
69,112158100,1899000,1500000,1770000,1700000,668,27,74,17,18,10,1625480,27.62,1398/03/05,1398/04/18,112158100,112158100,C,52000000,0,44
0,0,0,0,0,0,31,0,13,7,0,0,2154200,0.0,1398/03/05,1398/04/18,0,0,P,52000000,1,44
0,0,0,0,0,0,2,0,3,3,0,0,3767558,1.87,1398/03/05,1398/04/18,0,0,P,50000000,1,44
0,0,0,0,0,0,6,0,5,2,0,0,800000,0.0,1398/03/05,1398/04/18,0,0,P,48000000,1,44
19,49957300,3300000,2400000,2400000,3300000,48,17,22,8,7,4,2629332,33.43,1398/03/07,1398/04/18,49957300,49957300,C,48000000,0,42
18,27051100,1610000,1400000,1400000,1520000,66,-4,25,8,6,6,1502839,46.1,1398/03/07,1398/04/18,27051100,27051100,C,50000000,0,42
207,206797900,1300000,850000,850000,1300000,774,106,73,17,26,13,999024,38.54,1398/03/07,1398/04/18,206797900,206797900,C,52000000,0,42
2,8200000,4100000,4100000,4100000,4100000,33,2,14,7,1,1,4100000,90.33,1398/03/07,1398/04/18,8200000,8200000,P,52000000,1,42
0,0,0,0,0,0,2,0,3,3,0,0,3722886,1.19,1398/03/07,1398/04/18,0,0,P,50000000,1,42
0,0,0,0,0,0,6,0,5,2,0,0,2717345,239.67,1398/03/07,1398/04/18,0,0,P,48000000,0,42
38,82337200,2399800,1500100,2399800,2000000,77,29,28,10,9,7,2166768,17.59,1398/03/08,1398/04/18,82337200,82337200,C,48000000,0,41
9,14200000,1800000,1500000,1800000,1500000,75,9,28,9,3,3,1577778,4.99,1398/03/08,1398/04/18,14200000,14200000,C,50000000,0,41
121,110918200,1499900,700000,1250000,700000,832,58,77,17,11,18,916679,8.24,1398/03/08,1398/04/18,110918200,110918200,C,52000000,0,41
0,0,0,0,0,0,33,0,14,7,0,0,4100000,0.0,1398/03/08,1398/04/18,0,0,P,52000000,1,41
0,0,0,0,0,0,2,0,3,3,0,0,4407011,18.38,1398/03/08,1398/04/18,0,0,P,50000000,1,41
0,0,0,0,0,0,6,0,5,2,0,0,3275174,20.53,1398/03/08,1398/04/18,0,0,P,48000000,0,41
2,5000000,2600000,2400000,2600000,2400000,77,0,28,10,2,2,2500000,15.38,1398/03/09,1398/04/18,5000000,5000000,C,48000000,0,40
6,10280100,1780100,1700000,1780100,1700000,78,3,27,9,3,2,1713350,8.59,1398/03/09,1398/04/18,10280100,10280100,C,50000000,0,40
54,72879900,1800000,1200000,1300000,1500000,870,38,78,16,6,16,1349628,47.23,1398/03/09,1398/04/18,72879900,72879900,C,52000000,0,40
0,0,0,0,0,0,33,0,14,7,0,0,4100000,0.0,1398/03/09,1398/04/18,0,0,P,52000000,1,40
0,0,0,0,0,0,2,0,3,3,0,0,4385934,0.48,1398/03/09,1398/04/18,0,0,P,50000000,1,40
0,0,0,0,0,0,6,0,5,2,0,0,3250445,0.76,1398/03/09,1398/04/18,0,0,P,48000000,0,40
1,4300000,4300000,4300000,4300000,4300000,1,0,2,2,1,1,4300000,0.0,1398/03/09,1398/04/18,4300000,4300000,C,46000000,0,40
0,0,0,0,0,0,0,0,0,0,0,0,2299986,0.0,1398/03/09,1398/04/18,0,0,P,46000000,0,40
7,14000000,2000000,2000000,2000000,2000000,80,3,29,10,4,1,2000000,20.0,1398/03/11,1398/04/18,14000000,14000000,C,48000000,0,38
1,1600000,1600000,1600000,1600000,1600000,78,0,27,9,1,1,1600000,6.62,1398/03/11,1398/04/18,1600000,1600000,C,50000000,0,38
64,68616500,1200000,999900,1000300,999900,893,23,79,17,10,8,1072133,20.56,1398/03/11,1398/04/18,68616500,68616500,C,52000000,0,38
0,0,0,0,0,0,33,0,14,7,0,0,5563748,35.7,1398/03/11,1398/04/18,0,0,P,52000000,1,38
0,0,0,0,0,0,2,0,3,3,0,0,4255470,2.97,1398/03/11,1398/04/18,0,0,P,50000000,1,38
0,0,0,0,0,0,6,0,5,2,0,0,3122692,3.93,1398/03/11,1398/04/18,0,0,P,48000000,0,38
0,0,0,0,0,0,1,0,2,2,0,0,4300000,0.0,1398/03/11,1398/04/18,0,0,C,46000000,0,38
0,0,0,0,0,0,0,0,0,0,0,0,2181643,5.15,1398/03/11,1398/04/18,0,0,P,46000000,0,38
35,45709500,1800000,1200000,1200000,1300000,102,22,30,9,13,4,1305986,34.7,1398/03/12,1398/04/18,45709500,45709500,C,48000000,0,37
14,13099500,1000000,800000,1000000,900000,91,13,27,9,3,2,935679,41.52,1398/03/12,1398/04/18,13099500,13099500,C,50000000,0,37
174,111470500,751000,450000,450000,751000,923,30,77,16,28,10,640635,40.25,1398/03/12,1398/04/18,111470500,111470500,C,52000000,0,37
0,0,0,0,0,0,33,0,14,7,0,0,5556554,0.13,1398/03/12,1398/04/18,0,0,P,52000000,1,37
0,0,0,0,0,0,2,0,3,3,0,0,4240900,0.34,1398/03/12,1398/04/18,0,0,P,50000000,1,37
0,0,0,0,0,0,6,0,5,2,0,0,3102815,0.64,1398/03/12,1398/04/18,0,0,P,48000000,0,37
3,6622300,2222200,2200000,2200000,2200100,4,3,6,5,3,1,2207433,48.66,1398/03/12,1398/04/18,6622300,6622300,C,46000000,0,37
0,0,0,0,0,0,0,0,0,0,0,0,2159113,1.03,1398/03/12,1398/04/18,0,0,P,46000000,0,37
17,26969900,1699900,1500000,1600000,1600000,114,12,31,10,3,6,1586465,21.48,1398/03/13,1398/04/18,26969900,26969900,C,48000000,0,36
0,0,0,0,0,0,91,0,27,9,0,0,935679,0.0,1398/03/13,1398/04/18,0,0,C,50000000,0,36
119,60881800,630000,400100,630000,410000,1003,80,75,16,18,8,511612,20.14,1398/03/13,1398/04/18,60881800,60881800,C,52000000,0,36
1,4000000,4000000,4000000,4000000,4000000,32,-1,13,6,1,1,4000000,28.01,1398/03/13,1398/04/18,4000000,4000000,P,52000000,1,36
0,0,0,0,0,0,2,0,3,3,0,0,4691721,10.63,1398/03/13,1398/04/18,0,0,P,50000000,1,36
0,0,0,0,0,0,6,0,5,2,0,0,3465043,11.67,1398/03/13,1398/04/18,0,0,P,48000000,0,36
1,2599000,2599000,2599000,2599000,2599000,4,0,5,5,1,1,2599000,17.74,1398/03/13,1398/04/18,2599000,2599000,C,46000000,0,36
3,2200100,800000,700000,700000,800000,3,0,4,2,2,2,733367,66.03,1398/03/13,1398/04/18,2200100,2200100,P,46000000,0,36
6,7201100,1200200,1200100,1200100,1200200,120,6,31,10,1,1,1200183,24.35,1398/03/18,1398/04/18,7201100,7201100,C,48000000,0,31
1,1000000,1000000,1000000,1000000,1000000,92,1,28,9,1,1,1000000,6.87,1398/03/18,1398/04/18,1000000,1000000,C,50000000,0,31
63,33128200,700000,400300,400300,600000,1054,51,76,17,15,7,525844,2.78,1398/03/18,1398/04/18,33128200,33128200,C,52000000,0,31
3,11500000,4500000,3500000,4500000,3500000,33,1,15,6,3,3,3833333,4.17,1398/03/18,1398/04/18,11500000,11500000,P,52000000,1,31
0,0,0,0,0,0,2,0,3,3,0,0,4281877,8.74,1398/03/18,1398/04/18,0,0,P,50000000,1,31
0,0,0,0,0,0,6,0,5,2,0,0,3079919,11.11,1398/03/18,1398/04/18,0,0,P,48000000,0,31
0,0,0,0,0,0,4,0,5,5,0,0,2599000,0.0,1398/03/18,1398/04/18,0,0,C,46000000,0,31
0,0,0,0,0,0,3,0,4,2,0,0,733367,0.0,1398/03/18,1398/04/18,0,0,P,46000000,0,31
9,8310000,1200000,800000,900000,1200000,128,8,31,10,5,1,923333,23.07,1398/03/19,1398/04/18,8310000,8310000,C,48000000,0,30
44,20756000,700000,400000,400000,700000,113,21,29,9,9,3,471727,52.83,1398/03/19,1398/04/18,20756000,20756000,C,50000000,0,30
141,39521300,400000,222400,400000,400000,1099,45,79,19,21,10,280293,46.7,1398/03/19,1398/04/18,39521300,39521300,C,52000000,0,30
3,15801000,5600000,4900900,5300100,5600000,33,0,14,6,3,2,5267000,37.4,1398/03/19,1398/04/18,15801000,15801000,P,52000000,1,30
0,0,0,0,0,0,2,0,3,3,0,0,4264353,0.41,1398/03/19,1398/04/18,0,0,P,50000000,1,30
0,0,0,0,0,0,6,0,5,2,0,0,3055687,0.79,1398/03/19,1398/04/18,0,0,P,48000000,0,30
0,0,0,0,0,0,4,0,5,5,0,0,2599000,0.0,1398/03/19,1398/04/18,0,0,C,46000000,0,30
0,0,0,0,0,0,3,0,4,2,0,0,733367,0.0,1398/03/19,1398/04/18,0,0,P,46000000,0,30
6,9500000,1600000,1500000,1600000,1500000,132,4,32,10,2,4,1583333,71.48,1398/03/20,1398/04/18,9500000,9500000,C,48000000,0,29
8,4799700,600000,599900,600000,599900,118,5,29,9,1,2,599963,27.18,1398/03/20,1398/04/18,4799700,4799700,C,50000000,0,29
39,20297400,2710000,349900,649700,349900,1128,29,83,18,7,9,520446,85.68,1398/03/20,1398/04/18,20297400,20297400,C,52000000,0,29
0,0,0,0,0,0,33,0,14,6,0,0,6780745,28.74,1398/03/20,1398/04/18,0,0,P,52000000,0,29
0,0,0,0,0,0,2,0,3,3,0,0,5228744,22.62,1398/03/20,1398/04/18,0,0,P,50000000,0,29
0,0,0,0,0,0,6,0,5,2,0,0,3849362,25.97,1398/03/20,1398/04/18,0,0,P,48000000,0,29
0,0,0,0,0,0,4,0,5,5,0,0,2523067,2.92,1398/03/20,1398/04/18,0,0,C,46000000,0,29
0,0,0,0,0,0,3,0,4,2,0,0,2678287,265.2,1398/03/20,1398/04/18,0,0,P,46000000,0,29
0,0,0,0,0,0,132,0,32,10,0,0,1583333,0.0,1398/03/21,1398/04/18,0,0,C,48000000,0,28
0,0,0,0,0,0,118,0,29,9,0,0,599963,0.0,1398/03/21,1398/04/18,0,0,C,50000000,0,28
1,350300,350300,350300,350300,350300,1128,0,83,18,1,1,350300,32.69,1398/03/21,1398/04/18,350300,350300,C,52000000,0,28
1,6000000,6000000,6000000,6000000,6000000,33,0,14,6,1,1,6000000,11.51,1398/03/21,1398/04/18,6000000,6000000,P,52000000,1,28
0,0,0,0,0,0,2,0,3,3,0,0,5028058,3.84,1398/03/21,1398/04/18,0,0,P,50000000,0,28
0,0,0,0,0,0,6,0,5,2,0,0,3664691,4.8,1398/03/21,1398/04/18,0,0,P,48000000,0,28
2,3600000,1800000,1800000,1800000,1800000,6,2,6,6,1,1,1800000,28.66,1398/03/21,1398/04/18,3600000,3600000,C,46000000,0,28
0,0,0,0,0,0,3,0,4,2,0,0,2516899,6.03,1398/03/21,1398/04/18,0,0,P,46000000,0,28
0,0,0,0,0,0,0,0,0,0,0,0,3636067,0.0,1398/03/21,1398/04/18,0,0,C,44000000,0,28
0,0,0,0,0,0,0,0,0,0,0,0,1608255,0.0,1398/03/21,1398/04/18,0,0,P,44000000,0,28
0,0,0,0,0,0,132,0,32,10,0,0,1583333,0.0,1398/03/22,1398/04/18,0,0,C,48000000,0,27
0,0,0,0,0,0,118,0,29,9,0,0,599963,0.0,1398/03/22,1398/04/18,0,0,C,50000000,0,27
8,4231900,550000,500000,500000,530000,1130,2,83,17,5,7,528988,51.01,1398/03/22,1398/04/18,4231900,4231900,C,52000000,0,27
0,0,0,0,0,0,33,0,14,6,0,0,6000000,0.0,1398/03/22,1398/04/18,0,0,P,52000000,1,27
1,1000100,1000100,1000100,1000100,1000100,2,0,3,2,1,1,1000100,80.11,1398/03/22,1398/04/18,1000100,1000100,P,50000000,1,27
0,0,0,0,0,0,6,0,5,2,0,0,3664691,0.0,1398/03/22,1398/04/18,0,0,P,48000000,0,27
0,0,0,0,0,0,6,0,6,6,0,0,1800000,0.0,1398/03/22,1398/04/18,0,0,C,46000000,0,27
0,0,0,0,0,0,3,0,4,2,0,0,2516899,0.0,1398/03/22,1398/04/18,0,0,P,46000000,0,27
1,4000000,4000000,4000000,4000000,4000000,1,0,2,2,1,1,4000000,10.01,1398/03/22,1398/04/18,4000000,4000000,C,44000000,0,27
0,0,0,0,0,0,0,0,0,0,0,0,1608255,0.0,1398/03/22,1398/04/18,0,0,P,44000000,0,27
7,14000000,2000000,2000000,2000000,2000000,133,1,33,10,2,3,2000000,26.32,1398/03/23,1398/04/18,14000000,14000000,C,48000000,0,26
0,0,0,0,0,0,118,0,29,9,0,0,1176635,96.12,1398/03/23,1398/04/18,0,0,C,50000000,0,26
46,43574700,1000000,750300,750300,1000000,1149,19,81,17,11,10,947276,79.07,1398/03/23,1398/04/18,40585000,43574700,C,52000000,0,26
0,0,0,0,0,0,33,0,14,6,0,0,6000000,0.0,1398/03/23,1398/04/18,0,0,P,52000000,1,26
0,0,0,0,0,0,2,0,3,2,0,0,1000100,0.0,1398/03/23,1398/04/18,0,0,P,50000000,1,26
0,0,0,0,0,0,6,0,5,2,0,0,3325381,9.26,1398/03/23,1398/04/18,0,0,P,48000000,0,26
0,0,0,0,0,0,6,0,6,6,0,0,1800000,0.0,1398/03/23,1398/04/18,0,0,C,46000000,0,26
0,0,0,0,0,0,3,0,4,2,0,0,2222784,11.69,1398/03/23,1398/04/18,0,0,P,46000000,0,26
0,0,0,0,0,0,1,0,2,2,0,0,4000000,0.0,1398/03/23,1398/04/18,0,0,C,44000000,0,26
0,0,0,0,0,0,0,0,0,0,0,0,1371430,14.73,1398/03/23,1398/04/18,0,0,P,44000000,0,26
7,14300700,2198700,2000000,2198700,2100000,135,2,34,10,4,5,2042957,2.15,1398/03/25,1398/04/18,14300700,14300700,C,48000000,0,24
3,3900000,1500000,1200000,1200000,1500000,119,1,30,8,2,2,1300000,10.48,1398/03/25,1398/04/18,3900000,3900000,C,50000000,0,24
39,39131700,1100000,950000,990000,1100000,1180,31,81,17,3,7,1003377,5.92,1398/03/25,1398/04/18,39131700,39131700,C,52000000,0,24
3,13100000,5000000,4000000,4100000,5000000,33,0,16,6,2,2,4366667,27.22,1398/03/25,1398/04/18,13100000,13100000,P,52000000,1,24
0,0,0,0,0,0,2,0,3,2,0,0,1000100,0.0,1398/03/25,1398/04/18,0,0,P,50000000,1,24
0,0,0,0,0,0,6,0,5,2,0,0,2659254,20.03,1398/03/25,1398/04/18,0,0,P,48000000,1,24
0,0,0,0,0,0,6,0,6,6,0,0,3225692,79.21,1398/03/25,1398/04/18,0,0,C,46000000,0,24
0,0,0,0,0,0,3,0,4,2,0,0,1694725,23.76,1398/03/25,1398/04/18,0,0,P,46000000,0,24
0,0,0,0,0,0,1,0,2,2,0,0,4000000,0.0,1398/03/25,1398/04/18,0,0,C,44000000,0,24
0,0,0,0,0,0,0,0,0,0,0,0,986437,28.07,1398/03/25,1398/04/18,0,0,P,44000000,0,24
23,62449000,3000000,2200000,2800000,2200000,125,-10,35,11,2,11,2715174,32.9,1398/03/26,1398/04/18,62449000,62449000,C,48000000,0,23
7,10820000,1800000,1500000,1510000,1500000,123,4,31,9,4,5,1545714,18.9,1398/03/26,1398/04/18,10820000,10820000,C,50000000,0,23
39,49495800,1300000,1100000,1250000,1300000,1187,7,84,17,5,15,1269123,26.49,1398/03/26,1398/04/18,49495800,49495800,C,52000000,0,23
0,0,0,0,0,0,33,0,16,6,0,0,4366667,0.0,1398/03/26,1398/04/18,0,0,P,52000000,1,23
0,0,0,0,0,0,2,0,3,2,0,0,3104571,210.43,1398/03/26,1398/04/18,0,0,P,50000000,1,23
0,0,0,0,0,0,6,0,5,2,0,0,2040043,23.29,1398/03/26,1398/04/18,0,0,P,48000000,1,23
18,75667400,4444400,4000000,4001100,4400000,18,12,8,7,4,4,4203744,30.32,1398/03/26,1398/04/18,75667400,75667400,C,46000000,0,23
0,0,0,0,0,0,3,0,4,2,0,0,1232537,27.27,1398/03/26,1398/04/18,0,0,P,46000000,0,23
0,0,0,0,0,0,1,0,2,2,0,0,5363646,34.09,1398/03/26,1398/04/18,0,0,C,44000000,0,23
0,0,0,0,0,0,0,0,0,0,0,0,673017,31.77,1398/03/26,1398/04/18,0,0,P,44000000,0,23
1,2100000,2100000,2100000,2100000,2100000,125,0,34,10,1,1,2100000,22.66,1398/03/27,1398/04/18,2100000,2100000,C,48000000,0,22
0,0,0,0,0,0,123,0,31,9,0,0,1545714,0.0,1398/03/27,1398/04/18,0,0,C,50000000,0,22
7,5770200,850000,800100,850000,820100,1186,-1,83,17,4,2,824314,35.05,1398/03/27,1398/04/18,5770200,5770200,C,52000000,0,22
0,0,0,0,0,0,33,0,16,6,0,0,4366667,0.0,1398/03/27,1398/04/18,0,0,P,52000000,1,22
0,0,0,0,0,0,2,0,3,2,0,0,3468916,11.74,1398/03/27,1398/04/18,0,0,P,50000000,1,22
0,0,0,0,0,0,6,0,5,2,0,0,2305398,13.01,1398/03/27,1398/04/18,0,0,P,48000000,1,22
0,0,0,0,0,0,18,0,8,7,0,0,4203744,0.0,1398/03/27,1398/04/18,0,0,C,46000000,0,22
0,0,0,0,0,0,3,0,4,2,0,0,1407056,14.16,1398/03/27,1398/04/18,0,0,P,46000000,0,22
0,0,0,0,0,0,1,0,2,2,0,0,4719473,12.01,1398/03/27,1398/04/18,0,0,C,44000000,0,22
0,0,0,0,0,0,0,0,0,0,0,0,774397,15.06,1398/03/27,1398/04/18,0,0,P,44000000,0,22
2,3800100,1900100,1900000,1900000,1900100,126,1,35,11,2,1,1900050,9.52,1398/03/28,1398/04/18,3800100,3800100,C,48000000,0,21
1,1100000,1100000,1100000,1100000,1100000,124,1,31,9,1,1,1100000,28.84,1398/03/28,1398/04/18,1100000,1100000,C,50000000,0,21
